job_id,job_name,degree,low_salary,high_salary,exp_year,job_type,worktime,isnight,needed_num
91542556,菲語內勤電銷人員(台中市)Philippine-Native speaker telemarketer (Taichung city),3,23800,28000,0,0,9.00,1,1
91535781,研發助理(約聘),3,25000,30000,1,0,9.00,1,1
91535576,志光數位學院-早晚班計時人員(新莊分校) A62620,0,158,158,0,1,8,3,1
91531882,行政業務助理,3,26000,26000,0,0,9.00,1,1
91531257,品保行政人員,4,26000,26000,2,0,8,1,1
91529571,檢測工程師助理(不限科系和工作經驗)雲林,3,30000,50000,0,0,8,1,1
91529512,網購客服 專員 網拍小幫手 網購助理,3,158,158,0,1,7.00,0,0
91523729,美編助理(高雄分公司),3,23800,23800,0,0,9.00,1,1
91523452,行政助理,0,23800,23800,0,0,8,1,1
91521373,業務助理,3,25000,25000,0,0,9.00,1,1
91521333,行政會計,0,24000,28000,0,0,9.00,1,1
91520014,內業工程人員,3,25000,28000,0,0,8,1,1
91519148,檢測工程師助理(不限科系和工作經驗)長濱,3,30000,50000,0,0,8,1,1
91519145,檢測工程師助理(不限科系和工作經驗)玉里,3,30000,50000,0,0,8,1,1
91518208,行政工務助理,0,25000,35000,0,0,8,1,1
91517401,餐飲採購行政工讀生,3,160,160,1,1,8,1,1
91516212,代書助理（台北所）,3,24000,30000,0,0,8,1,0
91516196,代書助理（台中所）,0,24000,30000,0,0,8,1,0
91515841,永成環科-庶務人員,3,24000,30000,0,0,8,1,1
91515818,永成環科-總務行政助理,3,24000,30000,2,0,8,1,1
91515366,檢測工程師助理(不限科系和工作經驗)彰化,3,30000,50000,0,0,8,1,1
91515365,檢測工程師助理(不限科系和工作經驗)嘉義,3,30000,50000,0,0,8,1,1
91512705,會計人員,4,28000,28000,1,0,8,1,1
91512546,英文業務助理,4,28000,30000,0,0,3.00,1,1
91511882,行政工務助理(不限科系和工作經驗),3,30000,50000,0,0,8,1,1
91511296,網路訂單拋轉出貨小幫手,3,24000,26000,0,0,9.00,1,2
91510525,電商客服人員,3,25000,30000,2,0,8,1,1
91510201,微風集團_壹舍國際-總務行政助理,3,25000,28000,0,0,8,1,1
91509156,行政人員,4,23800,23800,0,0,9.00,1,1
91507988,行政助理,0,24000,30000,0,0,9.00,1,1
91507812,越南語內勤人員(新北市)Nhân viên tiếng Việt (Thành phố Đài Bắc mới),3,23800,30000,0,0,4.00,1,1
91507447,業務助理,3,23800,32000,0,0,9.00,1,1
91505033,業務助理,3,26000,26000,2,0,9.00,0,1
91504256,復健科行政助理,3,25000,25000,0,0,8,0,2
91501269,行政櫃檯工讀生,0,158,158,0,1,8,2,1
91501267,行政櫃檯工讀生,0,158,158,0,1,8,2,1
91501174,行政/美編助理,3,23800,26800,1,0,9.00,1,1
91500865,行政助理,0,25000,40000,0,0,8,1,0
91531842,會計人員(3萬以上),0,30000,30000,1,0,8,1,1
91497016,志光數位學院-計時人員(新竹/竹北分校) A63104,0,158,158,0,1,9.50,3,3
91494407,教育宣導部工讀生,3,158,158,0,1,9.00,1,1
91494258,業務助理-萬華店,0,25000,30000,0,0,8,1,1
91494139,中班幹部,0,27000,27000,0,0,8,0,1
91490328,會計行政人員,3,26000,30000,0,0,8,1,1
91489828,[海山美景、供宿]福隆店-業務助理Sales Assistant(貢寮福隆),3,25000,28000,1,0,8.50,1,1
91487601,外勤行政助理人員,3,25000,25000,0,0,9.00,1,1
91483528,社群行銷企劃,3,158,158,0,1,7.00,1,1
91483405,店長助理––需會開手排車,0,30000,50000,0,0,8,1,1
91482016,採購助理-新北市汐止區(總公司),0,26000,28000,1,0,9.00,1,1
91481350,行政櫃檯（新莊新設立診所職缺）,3,158,158,0,1,8,3,2
91481049,專案助理,3,158,158,0,1,9.00,1,1
91480929,專案助理(兼),3,158,158,0,1,9.00,1,1
91477769,業務助理(員正廠),3,23800,28000,0,0,9.00,1,1
91477379,倉管行政人員,3,28000,32000,0,0,8.00,1,1
91474964,行政助理,3,23800,40000,0,0,9.50,1,1
91474707,業務助理,0,24000,28000,0,0,3.00,1,1
91471703,設計助理,3,23800,23800,0,0,9.00,1,1
91465405,企業實習,3,23800,25000,0,0,9.00,1,1
91464642,急徵內湖優質社區秘書,3,30000,30000,1,0,8,1,0
91463579,【台中 營運部】行政客服人員,4,160,160,0,1,6.00,3,0
91458953,內勤助理,0,25000,32000,0,0,9.00,1,1
91456233,KeyIn人員★工讀★(中班 下午16:00~22:00),0,158,158,0,1,6.00,0,0
91454456,業務助理,3,28000,30000,0,0,9.50,1,1
91450674,行政助理/實習生/工讀生,3,23800,28000,0,0,9.00,1,1
91450519,補習班帶班老師,4,23800,40000,1,0,8,2,1
91442660,業務助理,0,23800,23800,0,0,8,1,1
91437582,行政人員,0,24000,26000,0,0,8.00,1,0
91437078,夜間辦事員(永康轉運中心),3,25000,33000,0,0,8,2,1
91414468,工務助理,3,26000,30000,0,0,8,1,1
91413862,志光數位學院-計時人員(南投分校) A64610,0,158,158,0,1,4.00,3,1
91413826,工讀生(夜校生可),0,158,158,0,1,8,1,1
91303734,業務助理(桃園),3,25000,35000,1,0,9.00,1,1
91303729,工讀生(桃園),3,158,158,1,1,8.50,1,1
91303721,工讀生(板橋),3,158,158,1,1,9.00,1,1
91302977,志光數位學院-計時人員(草屯分校) A64611,0,158,158,0,1,4.00,3,1
91524682,Risk and Control Team Leader,4,40000,\N,8,0,8,1,1
80093867,總務部主管,4,40000,\N,7,0,9.00,1,1
91518673,行政總務 資深專員,4,34000,45000,3,0,9.00,1,1
91507383,遠雄房地產-總務專員,3,28000,38000,1,0,8,1,1
91432236,【內湖區】大型廣場機電維護主管/工程技術主管/主任工程師,3,40000,\N,2,0,9.00,1,1
91423947,【企業總部】機電設備維護保養主管/工程技術主管/主任工程師,3,40000,\N,2,0,9.00,1,1
91229976,總務幹部,3,30000,50000,3,0,8,1,1
85984567,總務主任,3,28000,35000,0,0,8.00,1,1
85048084,總務部事務課課長,4,40000,\N,1,0,8,1,1
79921322,執行長秘書,0,35000,45000,3,0,8,1,1
91544841,【收益不動產事業】物業總務(駐點信義區商辦大樓),3,35000,40000,1,0,9.50,1,1
85041621,竹北-昌益科技產業園區 -總幹事,3,42000,42000,3,0,9.00,1,1
84807052,台中市路邊停車開單儲備幹部,3,35000,43000,3,0,8,3,1
79878331,(台中廠)管理部理級主管,4,40000,\N,5,0,8,1,1
77138215,(雲科廠)管理部組級主管,4,40000,\N,2,0,8,1,1
57405116,廠務人員,3,30000,30000,2,0,2.83,1,1
91498235,苑裡廠總務課長,4,40000,\N,7,0,8,1,1
91467821,(駐點機關)高等行政法院機電主管,3,38000,38000,6,0,1.50,1,1
91256213,總務主任,4,35000,42000,4,0,9.50,1,1
91209079,總務主管 -需具備甲級勞安衛執照(工作地點: 林口),4,40000,\N,5,0,8,1,1
91131759,總務主管,3,30000,30000,4,0,9.00,1,1
84793263,總幹事-文山區木柵路(薪36000),3,35000,36000,0,0,9.00,2,1
91534270,[汐止總公司] 環保清潔主管 起薪40000起,0,40000,40000,0,0,8,1,1
91528977,40A0-廠務工程主管,3,40000,\N,10,0,8,1,1
91525007,秧悅千禧酒店 總務專員,0,27000,27000,2,0,8,1,1
91523300,精英計畫-總務資材課級主管(環科廠),3,40000,52000,3,0,8,1,1
91506838,資深工務技術師/工務中高階主管,4,40000,\N,5,0,9.50,0,1
91171513,行政單位 儲備人員-總務(需具有相關背景),5,28000,40000,2,0,8,1,1
85093554,總務主管(大甲),3,30000,40000,2,0,8,1,1
80248249,經營管理專員 (中部辦公處),3,28000,35000,0,0,8,1,1
79720210,網路行銷主管,0,30000,40000,0,0,8,3,0
78543255,網路行銷主管,0,30000,40000,0,0,8,1,1
77108413,網路行銷主管,0,30000,40000,0,0,8,3,1
71076931,總務會計,3,28000,32000,0,0,9.00,1,0
58868465,總務(意者電洽:黃小姐0910-958899),0,26000,26000,2,0,3.00,1,0
57013218,採購助理,3,24000,30000,0,0,3.00,1,1
91533363,行政部督導,3,40000,\N,5,0,9.00,1,1
91507697,【行政】職業安全衛生主管 [新竹科學園區],4,40000,\N,8,0,9.00,1,1
91470484,管理部主管,4,37000,55000,3,0,9.00,1,1
91259222,總務專員,3,26000,30000,3,0,8,1,1
85940918,管理部主管,4,40000,\N,10,0,8,1,1
85146424,儲備幹部/藥師,3,40000,\N,3,0,8,0,1
78524218,總幹事-永和區環河東路(薪38000),3,35000,38000,0,0,12.00,1,1
75852626,總務兼司機,3,40000,\N,0,0,8,1,0
85202659,儲備幹部,0,23800,26000,10,0,8,1,0
79899868,會務主管,0,23800,26000,10,0,8,1,0
79101609,總務主管,0,23800,48000,0,0,9.00,1,1
91139664,工務部經理_某知名飯店 (3003157),0,40000,\N,0,0,8,1,1
80256734,總務主任(3001015),4,40000,\N,5,0,3.00,1,1
85916419,"(月入5萬 無經驗可) gogogo 和朋友一起去海外工作吧, 保障年薪, 提供免費住宿機票伙食, 完整訓練 TL",0,40000,\N,0,0,8,0,0
85901848,(13406)日商企業子公司交通基礎設備製造商－日文管理部主管[日本語/日語],4,50000,80000,5,0,9.00,1,1
77816913,總務主管能外派,4,40000,\N,6,0,3.00,1,1
76663190,廠務副理 /能外派者,4,40000,\N,5,0,3.00,1,1
86017419,【S-TC1906TK01】三井集團企業-招募 總務人事主管,0,40000,45000,5,0,9.00,1,1
91260287,【知名食品製造商】廠務主管,0,37000,42000,4,0,8,1,1
85930675,【知名百貨集團】行政總務管理主管  ,4,40000,\N,8,0,8,1,1
91548180,總務人員~宜蘭,0,24800,26800,0,0,10.50,1,1
91534790,MIS兼工務總務–-桃園蘆竹,3,30000,45000,5,0,9.00,1,1
91500521,會計總務,0,26000,32000,0,0,9.00,1,1
91484323,【奇可餐飲】餐飲修繕工務管理,3,33000,35000,3,0,8,1,1
91477436,總務/總機,3,28000,30000,0,0,8,1,1
91468513,宿舍管理外務人員,3,27000,40000,0,0,8,1,1
91468033,總務契約人員,0,23800,26000,0,0,8,1,1
91468029,總務人員,4,37000,37000,3,0,8,1,1
91447942,生管專員,3,25000,60000,2,0,9.00,1,2
91413898,【管理中心-總務部】餐務人員,3,26000,30000,1,0,8,1,1
91297701,會計兼採購行政助理,3,28000,30000,0,0,8,1,1
91245425,業務助理-需具板金機構經驗,0,27000,27000,0,0,9.00,1,1
91238274,總務人員,3,30000,35000,1,0,9.00,1,1
91120540,微風集團_總務人員(總部),4,33000,40000,2,0,8,3,1
86012502,總務人員(台北) 薪35000-37000,4,35000,37000,0,0,9.00,1,1
85902571,業務助理,3,23800,24000,2,0,9.50,1,1
85182954,總務人員,3,28000,33000,0,0,8,1,1
85061616,總務人員,3,25000,30000,0,0,4.00,1,1
85058936,總務/工務助理,3,27600,33600,3,0,8.00,1,1
84997606,(竹北自強店) 教你擴展人脈邁向高薪 專業培訓菜鳥業務變商用老手 -月休八,0,35000,35000,0,0,10.00,3,0
84832434,總務,3,35000,40000,10,0,9.00,1,1
80282745,倉管會計(台北公司),3,29000,31000,0,0,3.50,1,1
80264871,採購人員(花蓮),3,25000,28000,1,0,8,1,1
80264869,採購人員(南投),3,25000,28000,1,0,8,1,1
80264856,採購人員(彰化),3,25000,28000,1,0,8,1,1
80264853,採購人員(台中),3,25000,28000,1,0,8,1,1
80264845,採購人員(宜蘭),3,25000,28000,1,0,8,1,1
80264825,採購人員(新竹),3,25000,28000,1,0,8,1,1
80264811,採購人員(桃園),3,25000,28000,1,0,8,1,1
80264809,採購人員(基隆),3,25000,28000,1,0,8,1,1
80264806,採購人員(新北),3,25000,28000,1,0,8,1,1
80239943,廠務助理 / 生管助理,3,30000,45000,2,0,9.00,1,1
80218624,隨行書記(彰化),3,23800,25000,0,0,8,1,1
79938068,總務專員,3,24000,26000,0,0,8,1,1
79931415,總務專員,3,23800,23800,0,0,8,1,0
79414132,宿舍行政人員1,3,23800,23800,1,0,8,1,1
78350955,辦事員/安全衛生管理員(大屯所),3,25000,33000,0,0,8,3,1
78337876,行政技術人員,3,30000,39000,5,0,9.00,1,1
78248324,業務助理,3,26000,30000,0,0,8,1,1
77318523,櫃檯人員,0,23800,28000,0,0,3.50,0,1
77286778,櫃台行政(新竹),3,28000,28000,1,0,8,1,1
76786803,總務專員,3,30000,45000,3,0,8,1,1
76433445,水塔清潔管理人員,0,30000,34000,1,0,8,1,1
75790520,總務/工務人員,0,25000,30000,0,0,8,1,1
75770206,★行政助理,3,25000,32000,0,0,8,1,1
59391855,工總務技術師,0,28000,35000,0,0,9.00,1,1
59037527,總務倉管,0,23800,24000,2,0,8,1,3
12693910,營業中心-櫃台服務專員,3,40000,\N,0,0,7.00,1,1
12693912,營業中心-櫃台服務專員,3,40000,\N,0,0,7.00,1,1
12693909,營業中心-櫃台服務專員,3,40000,\N,0,0,7.00,1,1
12693913,營業中心-櫃台服務專員,3,40000,\N,0,0,7.00,1,1
12693911,營業中心-櫃台服務專員,3,40000,\N,0,0,7.00,1,1
12693903,營業中心-櫃台服務專員,3,40000,\N,0,0,7.00,1,1
91547131,【總公司】工務專員A-1,3,30000,40000,2,0,9.00,1,1
91546404,"✿★行政助理(25,000~32,000)",3,25000,32000,0,0,8,1,1
91540861,倉管暨物流專員,3,30000,38000,0,0,8,1,1
91538983,助理,0,23800,23800,0,0,9.00,1,1
91538771,【General Affairs & Admin】總務專員/資深專員 (交換機維護) - 1900664,4,35000,45000,5,0,8,1,1
91538690,生醫分院總務室-院聘服務員,0,24000,26000,0,0,8,1,1
91537443,採購助理(順昶塑膠樹林廠),3,30400,30400,1,0,9.00,1,1
91536684,管理部專員,0,25000,32000,1,0,8,1,1
91535783,行政助理,0,30000,30000,1,0,10.00,1,1
91531071,《信義 A13》總務人員,0,29000,35000,0,0,9.00,1,0
91530225,【行政/管理】總務管理師,3,40000,\N,3,0,9.00,1,1
91529948,行政總務人員,4,25000,32000,2,0,8,1,1
91520609,主管司機,0,40000,\N,3,0,8,1,1
91519468,採購人員(月薪28000-32000),4,28000,32000,0,0,9.00,1,2
91518763,總機接待(約聘),4,23800,28000,0,0,9.00,1,1
91516465,竹科台積電收發室代班人員,3,158,158,1,1,9.00,1,1
91516447,竹科台積電駐廠收發室人員(周休二日、享年終及期滿獎金各一個月),3,26000,26000,1,0,9.00,1,1
91514308,【大港青年職場實習】行政助理,0,158,158,0,1,8,1,1
91508784,大樓秘書,0,23800,23800,0,0,8,1,1
91508562,行政總務,0,24000,26000,0,0,8,1,1
91504680,雲林橋頭幼兒園行政會計,3,28000,31060,0,0,9.50,1,1
91503844,總務人員(嘉義),3,28000,30000,2,0,8,1,1
91498530,【行政總務類】總務管理師(楊梅廠),4,30000,65000,0,0,8,1,1
91493180,案場助理人員,0,25000,26000,0,0,9.17,1,1
91491843,港和幼兒園會計,4,31518,31518,1,0,9.00,1,1
91491841,英明幼兒園會計,4,31518,31518,1,0,9.00,1,1
91491638,總務,0,25000,35000,0,0,8,1,1
91491511,【行政總務類】總務管理師(蘆二廠),4,30000,65000,0,0,8,1,1
91489891,行政/櫃台老師,3,24000,24000,1,0,8.00,2,4
91489876,行政櫃台,3,24000,24000,1,0,8.00,2,1
91484713,《遠企購物中心》物業管理人員,0,29000,40000,0,0,8,3,0
91469520,(秀岡校區)總務部 事務員,3,33000,36000,0,0,8,1,1
91442349,庶務、總務人員(免費提供食宿),0,30000,35000,2,0,8,3,1
91437521,倉儲辦事員 (台中倉),3,27000,32000,1,0,9.00,0,1
91432208,台東店_人資總務助理,3,23800,23800,0,0,8,0,1
91426985,會計總務&生管,3,25000,35000,3,0,3.00,1,1
91426502,事務員,3,28000,28000,0,0,8,1,1
91421813,【A100-04281】總務專員,3,30000,30000,1,0,8,1,1
91420499,廠務/總務人員,3,30000,50000,0,0,8,1,1
91306401,總務採購專員~婦幼營運部行政管理組[台北市],3,28000,33000,0,0,9.00,1,1
91297551,綠色事業體/廠務助理(柳營),3,23800,25000,0,0,8,1,1
91276833,正德高雄總院-總務課課員(兼職),3,160,160,0,1,4.00,1,1
91257850,大夜班計時人員(萬芳),3,170,170,0,1,20.00,1,1
91245949,行政專員(越南語),3,27000,32000,0,0,8,1,1
91191058,享溫馨行政中心- 總務行政助理,0,24800,24800,1,0,9.00,1,1
91185995,總務工務工程師,4,37000,37000,0,0,8,1,1
91148025,A營業部-總務人員,3,28000,30000,0,0,8.00,3,2
91127307,【行政總務類】總務管理師(合江廠區),4,30000,65000,0,0,8,1,1
86027269,【日本人採用】日系企業にて総務・会計事務,0,45000,45000,0,0,9.00,1,1
86026914,【行政總務類】總務管理師(山鶯廠),4,30000,65000,0,0,8,1,1
85997630,廠務庶務助理,3,26000,27000,0,0,8,1,1
85995541,會計,3,25000,25000,0,0,9.00,1,1
85986601,行政會計,3,25000,29000,0,0,9.00,1,1
85919589,總務機電專員(幼兒園/內湖校區),3,40000,\N,2,0,8,1,1
85918320,行政人員,3,25000,34000,0,0,9.00,1,1
85917043,【幸福牧場】工務專員,3,30000,35000,0,0,8,1,1
85915071,庶務助理(南投),0,24000,25000,0,0,8,1,1
85914093,總務行政人員,3,24000,28000,0,0,3.00,1,1
85873315,助理_楊梅廠(諳印尼文),0,24000,28000,0,0,9.00,1,1
85246606,總務助理,3,23800,27000,0,0,8,1,1
85232224,行政櫃台,0,23800,26000,0,0,10.00,1,1
85207364,隨行秘書,4,23800,28000,0,0,8,1,1
85207349,總經理秘書,3,24000,26000,0,0,8,1,1
85195895,雲林公誠幼兒園行政會計,3,28000,31060,0,0,9.50,1,1
85175712,台北南港行政會計,4,29000,31500,0,0,8,1,1
85169501,工地行政助理,3,26000,30000,2,0,9.00,1,1
85158765,線上助理專員.( ~夜班 ~ ),0,24000,25000,0,0,16.00,2,1
85058921,總務/工務助理,3,27600,33600,3,0,8.00,1,1
85024676,會計總務,0,23800,30000,0,0,9.00,1,0
85018684,托嬰中心總務人員,3,40000,\N,1,0,8,1,1
85012922,隨行秘書(新竹) ,4,24000,28000,0,0,8,1,1
85012916,隨行秘書(高雄),4,24000,28000,0,0,8,1,1
85012910,隨行秘書(台中),3,24000,28000,0,0,8,1,1
84890078,布萊恩紅茶展店儲備人員(職訓後須外派),3,23800,32000,0,0,8.00,1,1
84886713,園區整理員,0,27000,27000,0,0,8,1,1
84886659,廠務工程師/主管,3,40000,\N,3,0,8,1,1
84880938,清潔人員(工友),0,24100,24100,0,0,8,1,1
84863279,護理部-約聘手術室服務員,3,23800,26000,0,0,8,3,1
80253316,隨行書記(台東),3,23800,24000,0,0,8,1,1
80253309,隨行書記(嘉義),3,23800,24000,0,0,8,1,1
80253308,隨行書記(雲林),3,23800,24000,0,0,8,1,1
80253300,隨行書記(花蓮),3,23800,24000,0,0,8,1,1
76663034,櫃台人員,0,23800,23800,0,0,8,0,1
79729800,餐飲服務外場人員,0,28000,30000,0,0,3.00,2,0
91550281,會員服務助理員6名(北台中店),0,180,180,0,1,8,3,6
91549896,工讀生,3,158,158,0,1,8,1,0
91549757,【中和績優社區】徵財務秘書,3,33000,34000,0,0,9.00,1,1
91549441,享溫馨KTV-大寮店 中班 櫃檯人員,0,28800,33000,0,0,8,1,1
91549412,晚班櫃台 - 168motel 綠的館,3,28000,30000,0,0,16.00,2,0
91549365,櫃檯人員/門市人員,0,30000,38000,3,0,8,1,1
91548548,櫃檯助理,0,40000,\N,0,0,8,3,1
91548141,台中-豪宅飯店式服務管家-西屯區,0,32000,32000,0,0,9.00,3,1
91547983,急徵社區機動保全【夜班／中山區】,0,37000,40000,0,0,8,3,1
91547905,急徵社區保全【日班/內湖區】,0,37000,39000,0,0,8,1,1
91547343,正職門市人員~烏日店,3,26000,26000,0,0,10.00,1,1
91547337,正職門市人員~大里店,3,26000,26000,0,0,10.00,1,1
91539401,文書處理人員,0,28000,28000,0,0,8,3,2
91538162,(美福飯店大直分部)悅來莊會館 徵 櫃台接待人員(薪約25K~27K.獎金.加班費及全勤另計.月休8天.應徵請下午2點後 再洽王小姐0958-385-208),3,25000,27000,0,0,8.00,3,1
91534095,客務部-大夜櫃檯員(工作地點：墾丁),3,24000,24000,0,0,8,0,1
91530774,早班櫃台客服,0,30000,32000,0,0,8,1,1
91530722,櫃台行銷外場人員,0,25000,28000,0,0,8,3,1
91515945,五股洲子洋 吧台晚班秘書 假日禁休,0,31000,33000,0,0,8,2,1
91503778,夜間值班經理,3,26000,31000,1,0,8,3,1
91499481,門市櫃台人員,0,25000,40000,0,0,8,1,1
91498188,暑期工讀生,0,158,158,0,1,8,3,0
91485744,微風集團_顧客服務工讀生(時薪160~170元),3,160,160,0,1,8,3,2
91482319,美髮櫃台會計,0,35000,40000,0,0,9.00,1,1
91464023,櫃台行政老師（兼職可）,0,24000,35000,0,0,8,2,1
91414097,新竹市【新竹大學眼科診所】診所助理 (護理科或視光科畢業者佳),3,25000,30000,0,0,8,3,1
91303278,訂席專員-(可接受輪調),3,23800,23800,2,0,4.50,3,1
91284942,總機人員(工作地點：墾丁),3,24000,25000,1,0,8,3,1
91267309,德陽館-中班櫃檯員,0,26800,29300,0,0,8.00,0,1
91267283,櫃台出納,3,25000,30000,1,0,9.00,1,1
91255248,櫃檯行政人員(芮禾）,3,30000,35000,0,0,8,3,2
91249932,行政櫃檯,3,23800,28000,0,0,8,2,1
91245408,櫃檯招生行政人員,3,26000,32000,0,0,8,3,1
91239314,行政櫃台人員-鶴聲分校,3,25000,30000,1,0,8.50,3,1
91233471,行政人員,3,26000,26000,2,0,9.00,1,1
91232276,早中班櫃檯人員(日光高鐵精品旅館),0,24000,28000,0,0,8.00,1,1
91227016,早晚班全職人員,0,23800,23800,0,0,8.00,1,1
91214100,門市銷售人員,0,30000,40000,0,0,10.00,1,1
91198126,業務助理_(全職)日班,3,25000,35000,0,0,8,1,0
91195721,櫃檯人員(輪班),0,30000,33000,0,0,4.00,2,1
91192043,晚班櫃檯人員(大墾丁美食育樂館),0,23800,30000,0,0,8,2,1
91192041,中班櫃檯人員(大墾丁美食育樂館),0,23800,28000,0,0,8,0,1
91189672,晚班櫃檯人員(金牌撞球館),0,23800,30000,0,0,8,2,1
91189671,中班櫃檯人員(金牌撞球館),0,23800,28000,0,0,8,0,1
91185997,中班櫃檯人員(金牌美食育樂館),0,23800,28000,0,0,8,0,1
91185994,晚班櫃檯人員(金牌美食育樂館),0,23800,30000,0,0,8,2,1
91183512,晚班櫃檯人員(一心美食),0,23800,30000,0,0,8,2,1
91183511,中班櫃檯人員(一心美食),0,23800,28000,0,0,8,0,1
91183482,晚班櫃檯人員(新佰億),0,23800,30000,0,0,8,2,1
91183479,中班櫃檯人員(新佰億),0,23800,28000,0,0,8,1,1
91180110,行政櫃檯,3,25000,28000,0,0,8.00,3,1
91172303,晚班櫃檯人員(永康市釣蝦場),0,23800,30000,0,0,8,2,1
91172302,中班櫃檯人員(永康市釣蝦場),0,23800,28000,0,0,8,0,1
91172291,晚班櫃檯人員(天成美食),0,23800,30000,0,0,8,1,1
91172289,中班櫃檯人員(天成美食),0,23800,28000,0,0,8,0,1
91172286,早班櫃檯人員(天成美食),0,23800,26000,0,0,8,1,1
91172274,晚班櫃檯人員(天佳美食),0,23800,30000,0,0,8,2,1
91172273,中班櫃檯人員(天佳美食),0,23800,28000,0,0,8,0,1
91172272,早班櫃檯人員(天佳美食),0,23800,26000,0,0,8,1,1
91172254,晚班櫃檯人員(天好釣蝦場),0,23800,30000,0,0,8,2,1
91172253,中班櫃檯人員(天好釣蝦場),0,23800,28000,0,0,8,0,1
91172251,早班櫃檯人員(天好釣蝦場),0,23800,26000,0,0,8,1,1
91172239,晚班櫃檯人員(一心美食),0,23800,30000,0,0,8,2,1
91172232,中班櫃檯人員(一心美食),0,23800,28000,0,0,8,0,1
91172229,早班櫃檯人員(一心美食),0,23800,26000,0,0,8,1,1
91172218,晚班櫃檯人員(大新營時尚),0,23800,30000,0,0,8,2,1
91172217,中班櫃檯人員(大新營時尚),0,23800,28000,0,0,8,0,1
91172211,早班櫃檯人員(大新營時尚),0,23800,26000,0,0,8,1,1
91172185,晚班櫃檯人員(天合時尚),0,23800,30000,0,0,8,2,1
91172179,中班櫃檯人員(天合時尚),0,23800,28000,0,0,8,0,1
91169651,晚班櫃檯人員(中天釣蝦場),0,23800,30000,0,0,8,2,1
91169650,中班櫃檯人員(中天釣蝦場),0,23800,28000,0,0,8,0,1
91154830,(國小班)美語行政助理/助教 (時薪158元~300元.上班時間14:00~20:00.速洽Tiffany主任0938-967-160),3,158,158,1,1,6.00,3,1
91133421,★正職29k起★遠傳電信-儲備幹部(屏東市區)★月休9-12天+每日8小時★無經驗可教學，有經驗薪資可,3,30000,45000,2,0,10.00,1,0
91133416,★月休9-12天+正職29k起★遠傳電信-儲備幹部(林園區)★每日8小時★無經驗可教學，有經驗薪資可議,3,29000,40000,0,0,10.00,1,0
91118863,前台總機人員,3,26000,28000,0,0,9.00,1,1
91116129,大夜大廳前檯櫃檯接待 ,3,25000,30000,1,0,8,3,1
86001492,行政櫃台（謝絕暑期工讀）,4,158,158,0,1,8,2,1
85993944,行政櫃台(全職，擅長作DM、招生優先,0,23800,23800,0,0,8.50,2,1
85973360,接待電訪客服業務人員,4,23800,25000,1,0,9.00,1,1
85964323,全職客服人員,3,25000,35000,2,0,14.50,3,1
85911608,診所櫃檯客服（月薪 3萬 - 4萬）,3,30000,40000,0,0,8,3,2
85876731,台北 服務廠接待員-南港,4,23800,35000,0,0,8,1,1
85862146,總務助理管理師(深坑廠),3,26000,30000,0,0,9.00,1,1
85857679,游泳池櫃台兼職專員,0,158,158,0,1,8,0,2
85245417,櫃台人員,3,23800,24000,1,0,8,3,1
85184287,客戶休息區接待人員,3,28000,30000,0,0,13.00,3,1
85158752,櫃台人員,3,24000,26000,0,0,8,3,2
85156015,早中班櫃檯人員(博愛春風汽車旅館),0,24000,28000,0,0,8,1,0
85133952,民宿櫃台人員,3,23800,30000,0,0,9.00,3,1
85130418,行政櫃檯,3,28000,32000,0,0,8,0,1
85130020,中班櫃檯人員$薪優30k~35k$,0,30000,35000,0,0,8.00,0,1
85128035,行政櫃台人員-(大有分院),0,26000,30000,0,0,8.50,2,1
85126052,【電洽/親洽】行政業務人員,0,26000,26000,0,0,10.00,1,1
84882676,台中南屯-業務助理,3,24000,29000,0,0,3.00,1,1
84868184,行政人員,0,23800,23800,0,0,8,1,1
84851295,文山區早班 接待秘書 銷售案場,0,31000,33000,0,0,8,1,1
84844885,行政櫃檯人員,3,160,160,1,1,8.00,3,1
84827891,預售屋禮賓接待人員、成屋禮賓接待人員,0,30000,40000,0,0,12.00,3,10
84814759,早班工讀生,0,23800,40000,0,0,8,3,0
84809637,櫃台行政人員(深坑廠),3,26000,30000,0,0,9.00,1,1
84795200,國中行政櫃臺,0,27000,30000,0,0,7.67,2,2
80283315,行政會計人員(薪優$28000~$35000),3,28000,35000,1,0,10.00,1,1
80261839,行政助理(嘉義),3,23800,26000,1,0,8,1,1
80261799,行政助理(台東),3,23800,26000,1,0,8,1,1
80261797,行政助理(高雄),3,25000,28000,1,0,8,1,1
80261796,行政助理(台南),3,23800,26000,1,0,8,1,1
80261687,晚班櫃台,0,25000,25000,0,0,9.00,2,1
80261624,行政助理(雲林),3,23800,26000,1,0,8,1,1
80261622,行政助理(花蓮),3,23800,26000,1,0,8,1,1
80261618,行政助理(南投),3,23800,26000,1,0,8,1,1
80261604,行政助理(彰化),3,23800,26000,1,0,8,1,1
80259434,行政助理(台中),3,23800,26000,1,0,8,1,1
80259192,行政助理(宜蘭),3,23800,26000,1,0,8,1,1
80259183,行政助理(新竹),3,23800,26000,1,0,8,1,1
80259169,行政助理(桃園),3,23800,26000,1,0,8,1,1
80259132,行政助理(基隆),3,23800,26000,1,0,8,1,1
80258998,行政助理(新北),3,23800,26000,1,0,8,1,1
80258995,行政助理(台北),3,23800,26000,1,0,8,1,1
